公司ID	公司名称	品牌ID	品牌名称	车系ID	车系名车	产品ID	产品名称	车型ID	车型名称	厂商	厂商指导最低价(万元)	厂商指导最高价(万元)	发动机	变速箱	官方0-100km/h加速(s)	实测0-100km/h加速(s)	实测100-0km/h制动(m)	实测油耗(L/100km)	实测离地间隙(mm)	工信部综合油耗(L/100km)	市场细分类型	整车质保	最高车速(km/h)	级别	前轮距(mm)	后排车门开启方式	后轮距(mm)	宽度(mm)	座位数(个)	整备质量(kg)	最大载重质量(kg)	最小离地间隙(mm)	油箱容积(L)	货箱尺寸(mm)	车身结构	车门数(个)	轴距(mm)	长度(mm)	高度(mm)	供油方式	压缩比	发动机型号	发动机特有技术	排量(L)	排量(mL)	最大功率(kW)	最大功率转速(rpm)	最大扭矩(N.m)	最大扭矩转速(rpm)	最大马力(Ps)	每缸气门数(个)	气缸排列形式	气缸数(个)	燃料形式	燃油标号	环保标准	缸体材料	缸径(mm)	缸盖材料	行程(mm)	进气形式	配气机构	变速箱类型	挡位个数	简称	前电动机最大功率(kW)	前电动机最大扭矩(N.m)	后电动机最大功率(kW)	后电动机最大扭矩(N.m)	电动机总功率(kW)	电动机总扭矩(N.m)	电池容量(kWh)	电池支持最高续航里程(km)	中央差速器结构	前悬架类型	助力类型	后悬架类型	四驱形式	车体结构	驱动方式	前制动器类型	前轮胎规格	后制动器类型	后轮胎规格	备胎规格	驻车制动类型	ISOFIX儿童座椅接口	主驾驶座安全气囊	前排侧气囊	前排头部气囊(气帘)	副驾驶座安全气囊	发动机电子防盗	后排侧气囊	后排头部气囊(气帘)	安全带未系提示	无钥匙启动系统	无钥匙进入系统	胎压监测装置	膝部气囊	车内中控锁	遥控钥匙	零胎压继续行驶	ABS防抱死	上坡辅助	中央差速器锁止功能	制动力分配(EBD/CBC等)	刹车辅助(EBA/BAS/BA等)	前桥限滑差速器	前桥限滑差速锁	可变悬架硬度	可变悬架高度	可变转向比	后桥限滑差速器	后桥限滑差速锁	牵引力控制(ASR/TCS/TRC等)	空气悬架	自动驻车	车身稳定控制(ESC/ESP/DSC等)	车身稳定控制(ESP/DSC/VSC等)	陡坡缓降	全景天窗	手动侧滑门	电动侧滑门	电动后备厢	电动吸合门	电动天窗	运动外观套件	铝合金轮圈	HUD抬头数字显示	倒车视频影像	前驻车雷达	后倒车雷达	后驻车雷达	多功能方向盘	定速巡航	方向盘上下调节	方向盘前后调节	方向盘加热	方向盘换挡	方向盘电动调节	真皮方向盘	行车电脑显示屏	主驾驶座电动调节	前中央扶手	前座中央扶手	前排座椅加热	前排座椅按摩	前排座椅通风	副驾驶座电动调节	后中央扶手	后排座椅加热	后排座椅按摩	后排座椅整体放倒	后排座椅比例放倒	后排座椅电动调节	后排座椅通风	后排杯架	座椅高低调节	电动座椅记忆	真皮/仿皮座椅	第三排座椅	第二排座椅移动	第二排靠背角度调节	肩部支撑调节	腰部支撑调节	运动风格座椅	驾驶位电动调节	CD支持MP3/WMA	GPS导航系统	中控台彩色大屏	内置硬盘	后排液晶屏	外接音源接口(AUX/USB/iPod等)	多媒体系统	定位互动服务	扬声器品牌	扬声器数量	蓝牙/车载电话	车载电视	LED大灯	前雾灯	大灯清洗装置	大灯高度可调	日间行车灯	氙气大灯	自动头灯	车内氛围灯	转向头灯	转向辅助灯	内后视镜自动防眩目	前电动车窗	后排侧遮阳帘	后排侧隐私玻璃	后电动车窗	后视镜加热	后视镜电动折叠	后视镜电动调节	后视镜记忆	后雨刷	后风挡遮阳帘	外后视镜自动防眩目	感应雨刷	车窗防夹手功能	遮阳板化妆镜	防紫外线/隔热玻璃	后座出风口	后排独立空调	温度分区控制	空调手动控制	空调自动控制	车内空气调节/花粉过滤	车载冰箱	中控液晶屏分屏显示	主动刹车/主动安全系统	全景摄像头	发动机启停技术	夜视系统	并线辅助	整体主动转向系统	自动泊车入位	自适应巡航	车道偏离预警系统
01001001001C.112	一汽大众	01001001001pp.30	大众	1001001001.701	桑塔纳	4618.0	桑塔纳 2015款 1.6L 手动风尚版	3.0	紧凑型车	上海大众	9.88	9.88	1.4L 90马力 L4	5挡手动	12.4	-	-	-	-	-		三年或10万公里	181.0	3.0	-	-	-	1706.0	5.0	1100.0	-	-	55.0	-	三厢车	4.0	2603.0	4473.0	1469.0	多点电喷	-	EA211	-	1.4	1395.0	66.0	5500.0	132.0	3800.0	90.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	DOHC	手动变速箱(MT)	5.0	5挡手动	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	复合扭转梁式非独立悬架	-	承载式	前置前驱	通风盘式	185/60 R15	鼓式	185/60 R15	非全尺寸	手刹	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-	4-5喇叭	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.112	一汽大众	01001001001pp.30	大众	1001001001.701	桑塔纳	4619.0	桑塔纳 2015款 1.6L 自动风尚版	3.0	紧凑型车	上海大众	8.99	8.99	1.6L 110马力 L4	5挡手动	10.8	-	-	-	-	6.0		三年或10万公里	185.0	3.0	-	-	-	1706.0	5.0	1120.0	-	-	55.0	-	三厢车	4.0	2603.0	4473.0	1469.0	多点电喷	-	EA211	-	1.6	1598.0	81.0	5800.0	155.0	3800.0	110.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	DOHC	手动变速箱(MT)	5.0	5挡手动	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	复合扭转梁式非独立悬架	-	承载式	前置前驱	通风盘式	175/70 R14	鼓式	175/70 R14	全尺寸	手刹	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-	2-3喇叭	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.112	一汽大众	01001001001pp.30	大众	1001001001.701	桑塔纳	4620.0	桑塔纳 2015款 1.6L 手动舒适版	3.0	紧凑型车	上海大众	9.99	9.99	1.6L 110马力 L4	6挡自动	11.8	-	-	-	-	6.2		三年或10万公里	185.0	3.0	-	-	-	1706.0	5.0	1155.0	-	-	55.0	-	三厢车	4.0	2603.0	4473.0	1469.0	多点电喷	-	EA211	-	1.6	1598.0	81.0	5800.0	155.0	3800.0	110.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	DOHC	自动变速箱(AT)	6.0	6挡自动	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	复合扭转梁式非独立悬架	-	承载式	前置前驱	通风盘式	175/70 R14	鼓式	175/70 R14	全尺寸	手刹	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-	2-3喇叭	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.112	一汽大众	01001001001pp.30	大众	1001001001.701	桑塔纳	4621.0	桑塔纳 2015款 1.6L 自动舒适版	3.0	紧凑型车	上海大众	10.38	10.38	1.6L 110马力 L4	5挡手动	10.8	-	-	-	-	6.0		三年或10万公里	185.0	3.0	-	-	-	1706.0	5.0	1120.0	-	-	55.0	-	三厢车	4.0	2603.0	4473.0	1469.0	多点电喷	-	EA211	-	1.6	1598.0	81.0	5800.0	155.0	3800.0	110.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	DOHC	手动变速箱(MT)	5.0	5挡手动	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	复合扭转梁式非独立悬架	-	承载式	前置前驱	通风盘式	185/60 R15	鼓式	185/60 R15	非全尺寸	手刹	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-	4-5喇叭	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.112	一汽大众	01001001001pp.30	大众	1001001001.701	桑塔纳	4622.0	桑塔纳 2015款 1.6L 自动30周年纪念版	3.0	紧凑型车	上海大众	11.38	11.38	1.6L 110马力 L4	6挡自动	11.8	-	-	-	-	6.2		三年或10万公里	185.0	3.0	-	-	-	1706.0	5.0	1155.0	-	-	55.0	-	三厢车	4.0	2603.0	4473.0	1469.0	多点电喷	-	EA211	-	1.6	1598.0	81.0	5800.0	155.0	3800.0	110.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	DOHC	自动变速箱(AT)	6.0	6挡自动	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	复合扭转梁式非独立悬架	-	承载式	前置前驱	通风盘式	185/60 R15	鼓式	185/60 R15	非全尺寸	手刹	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-	4-5喇叭	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.112	一汽大众	01001001001pp.30	大众	1001001001.701	桑塔纳	4623.0	桑塔纳 2015款 1.6L 手动豪华版	3.0	紧凑型车	上海大众	11.88	11.88	1.6L 110马力 L4	6挡自动	11.8	-	-	-	-	6.2		三年或10万公里	185.0	3.0	-	-	-	1706.0	5.0	1155.0	-	-	55.0	-	三厢车	4.0	2603.0	4473.0	1469.0	多点电喷	-	EA211	-	1.6	1598.0	81.0	5800.0	155.0	3800.0	110.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	DOHC	自动变速箱(AT)	6.0	6挡自动	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	复合扭转梁式非独立悬架	-	承载式	前置前驱	通风盘式	185/60 R15	鼓式	185/60 R15	非全尺寸	手刹	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-	4-5喇叭	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.112	一汽大众	01001001001pp.30	大众	1001001001.701	桑塔纳	4624.0	桑塔纳 2015款 1.6L 自动豪华版	3.0	紧凑型车	上海大众	11.38	11.38	1.6L 110马力 L4	5挡手动	10.8	-	-	-	-	6.2		三年或10万公里	185.0	3.0	-	-	-	1706.0	5.0	1120.0	-	-	55.0	-	三厢车	4.0	2603.0	4473.0	1469.0	多点电喷	-	EA211	-	1.6	1598.0	81.0	5800.0	155.0	3800.0	110.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	DOHC	手动变速箱(MT)	5.0	5挡手动	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	复合扭转梁式非独立悬架	-	承载式	前置前驱	通风盘式	185/60 R15	鼓式	185/60 R15	非全尺寸	手刹	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-	4-5喇叭	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.112	一汽大众	01001001001pp.30	大众	1001001001.701	桑塔纳	4625.0	桑塔纳 2015款 1.4T DSG尊享版	3.0	紧凑型车	上海大众	12.38	12.38	1.6L 110马力 L4	6挡自动	11.8	-	-	-	-	6.2		三年或10万公里	185.0	3.0	-	-	-	1706.0	5.0	1155.0	-	-	55.0	-	三厢车	4.0	2603.0	4473.0	1469.0	多点电喷	-	EA211	-	1.6	1598.0	81.0	5800.0	155.0	3800.0	110.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	DOHC	自动变速箱(AT)	6.0	6挡自动	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	复合扭转梁式非独立悬架	-	承载式	前置前驱	通风盘式	185/60 R15	鼓式	185/60 R15	非全尺寸	手刹	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-	4-5喇叭	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.378	本田汽车	01001001001pp.14	本田	1001001001.378	雅阁	5264.0	雅阁 2015款 2.0L LX 舒适版	5.0	MPV	郑州日产	11.58	11.58	2.0L 147马力 L4	4挡自动	-	-	-	-	-	9.7		三年或10万公里	170.0	5.0	1470.0	-	1475.0	1695.0	7.0	1530.0	-	136.0	58.0	-	MPV	5.0	2695.0	4420.0	1825.0	多点电喷	10.5	4G94D	-	2.0	1999.0	108.0	6000.0	177.0	4800.0	147.0	4.0	L	4.0	汽油	93号(京92号)	国IV+OBD	铁	-	铝	-	自然吸气	DOHC	自动变速箱(AT)	4.0	4挡自动	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	机械液压助力	扭力梁式非独立悬架	-	承载式	前置前驱	通风盘式	205/55 R16	鼓式	205/55 R16	非全尺寸	手刹	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	-	4-5喇叭	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.378	本田汽车	01001001001pp.14	本田	1001001001.378	雅阁	5265.0	雅阁 2015款 2.0L LXS  精英版	4.0	中型车	广汽本田	17.98	17.98	2.0L 155马力 L4	CVT无级变速	-	-	-	-	-	7.6		三年或10万公里	200.0	4.0	1595.0	-	1585.0	1845.0	5.0	1495.0	-	100.0	65.0	-	三厢车	4.0	2775.0	4930.0	1470.0	多点电喷	10.6	-	i-VTEC	2.0	1997.0	114.0	6500.0	190.0	4300.0	155.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	SOHC	无级变速箱(CVT)	无级变速	CVT无级变速	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	多连杆独立悬架	-	承载式	前置前驱	通风盘式	215/60 R16	盘式	215/60 R16	非全尺寸	电子驻车	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-	6-7喇叭	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.378	本田汽车	01001001001pp.14	本田	1001001001.378	雅阁	5266.0	雅阁 2015款 2.0L EX 豪华版	4.0	中型车	广汽本田	18.98	18.98	2.0L 155马力 L4	CVT无级变速	-	-	-	-	-	7.6		三年或10万公里	200.0	4.0	1595.0	-	1585.0	1845.0	5.0	1495.0	-	100.0	65.0	-	三厢车	4.0	2775.0	4930.0	1470.0	多点电喷	10.6	-	i-VTEC	2.0	1997.0	114.0	6500.0	190.0	4300.0	155.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	SOHC	无级变速箱(CVT)	无级变速	CVT无级变速	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	多连杆独立悬架	-	承载式	前置前驱	通风盘式	215/60 R16	盘式	215/60 R16	非全尺寸	电子驻车	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-	6-7喇叭	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01001001001C.378	本田汽车	01001001001pp.14	本田	1001001001.378	雅阁	5267.0	雅阁 2015款 2.0L EXN 豪华导航版	4.0	中型车	广汽本田	20.68	20.68	2.0L 155马力 L4	CVT无级变速	-	-	-	-	-	7.6		三年或10万公里	200.0	4.0	1595.0	-	1585.0	1845.0	5.0	1510.0	-	100.0	65.0	-	三厢车	4.0	2775.0	4930.0	1470.0	多点电喷	10.6	-	i-VTEC	2.0	1997.0	114.0	6500.0	190.0	4300.0	155.0	4.0	L	4.0	汽油	93号(京92号)	国IV(国V)	铝	-	铝	-	自然吸气	SOHC	无级变速箱(CVT)	无级变速	CVT无级变速	-	-	-	-	-	-	-	-	-	麦弗逊式独立悬架	电动助力	多连杆独立悬架	-	承载式	前置前驱	通风盘式	215/60 R16	盘式	215/60 R16	非全尺寸	电子驻车	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	-	6-7喇叭	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
